seg_gap_x_left_full,seg_gap_x_right_full,seg_gap_x_left_roi,seg_gap_x_right_roi,depth_gap_x_left_full,depth_gap_x_right_full,gap_px_depth,near_depth_mm,pipe1_x0_full,pipe1_x1_full,pipe2_x0_full,pipe2_x1_full,ok,gap_px,gap_mm,roi_enabled,roi_x,roi_y,blur_var,saturation_ratio,valid_ratio,edge_strength,gap_px_median,gap_px_mean,gap_px_std,n_valid,gap_x_left_roi,gap_x_right_roi,passes,reasons
307,467,107,267,,,,,,,,,True,162.0,15.39,True,200,80,218.40267494897842,0.0022727272727272726,1.0,999.0,162.0,215.4875030517578,74.45048522949219,80,107,267,True,[]
316,489,116,289,272.0,330.0,58.0,362.0,200.0,272.0,330.0,626.0,True,174.0,16.53,True,200,80,254.52956772359963,0.0022727272727272726,1.0,999.0,174.0,181.3125,17.68021011352539,80,116,289,True,[]
339,538,139,338,293.0,342.0,49.0,312.0,200.0,293.0,342.0,570.0,True,200.0,19.0,True,200,80,337.25610765817265,0.0,1.0,999.0,200.0,229.2624969482422,45.183719635009766,80,139,338,True,[]
340,639,140,439,285.0,357.0,72.0,274.0,200.0,285.0,357.0,570.0,True,300.0,28.5,True,200,80,387.1967843084825,0.0022727272727272726,1.0,999.0,300.0,303.13751220703125,12.603316307067871,80,140,439,True,[]
343,639,143,439,273.0,368.0,95.0,247.0,200.0,273.0,368.0,593.0,True,297.0,28.215,True,200,80,509.2035141136363,0.0,1.0,999.0,297.0,306.1625061035156,22.698261260986328,80,143,439,True,[]
352,639,152,439,268.0,387.0,119.0,197.0,200.0,268.0,387.0,578.0,True,288.0,27.36,True,200,80,303.6046162175735,0.0014242424242424242,1.0,999.0,288.0,308.38751220703125,34.32036209106445,80,152,439,True,[]
