frame_id,ok,gap_px,gap_mm,roi_enabled,roi_x,roi_y,blur_var,saturation_ratio,valid_ratio,edge_strength,gap_px_mean,gap_px_median,gap_px_std,n_valid,passes,reasons
20260113_024652,False,3.5,0.3325,True,200,80,31.202425189164373,0.0,0.3,999.0,3.6666667461395264,3.5,0.7453559637069702,24,False,['insufficient_valid_scanlines']
20260113_024736,False,8.0,0.76,True,200,80,28.810964634928833,0.0,0.425,999.0,8.088234901428223,8.0,2.393221378326416,34,False,['insufficient_valid_scanlines']
20260113_024815,False,7.0,0.665,True,200,80,37.43111151050276,0.0,0.675,999.0,7.814815044403076,7.0,1.6895546913146973,54,False,['insufficient_valid_scanlines']
20260113_024913,True,11.0,1.045,True,200,80,39.59332877662993,0.0,0.7,999.0,10.892857551574707,11.0,1.7390327453613281,56,True,[]
20260113_025001,False,3.5,0.3325,True,200,80,65.1213221060032,6.818181818181818e-05,0.575,999.0,3.58695650100708,3.5,0.6452531218528748,46,False,['insufficient_valid_scanlines']
20260113_025105,False,21.0,1.995,True,200,80,68.73421654522497,0.0,0.675,999.0,22.44444465637207,21.0,12.305774688720703,54,False,['insufficient_valid_scanlines']
